ProductDisplayVersion,Build {0},{0}- the build number like 12.00.1234.1234.
ProductNameVersioned,Open Live Writer,Versioned product name for about dialog.
LinkEditHyperlink,Edit Hyperlink,
LinkSelectionContainsImage,[selection contains image],
LinkAdvanced,&Advanced {0},"{0} - double chevron pointing left or right, depending on whether the advanced properties are showing or not"
LinkLinkTo,&Link to,
UrlLabel,&Web address:,
LinkTextLabel,Te&xt to be displayed:,
LinkTitleLabel,&Title:,
LinkRelLabel,R&el:,
LinkNewWindowLabel,&Open link in new window,
LinkOptionsTooltip,Browse for link,
LinkRemoveLink,&Remove Hyperlink,
LinkAddToGlossary,Auto&matically link to this text,
LinkFormTitle,Insert Hyperlink,
BytesFormat,{0} bytes,{0} - a number (integer)
KilobytesFormat,{0}KB,{0} - a number (with or without decimals)
MegabytesFormat,{0}MB,{0} - a number (with or without decimals)
GigabytesFormat,{0}GB,{0} - a number (with or without decimals)
ImgSBHeader,Picture,
ImgSBLocalImage,Local: {0},"{0} - a file size (e.g. localized equivalents of ""10.2MB"", ""108 bytes"", etc.)"
ImgSBLocalImage2,Local: {0}/{1},"{0}, {1} - file size (e.g. localized equivalents of ""10.2MB"", ""108 bytes"", etc.). The {0} value will be for the inline image, the {1} value will be for the ""View Larger"" image."
Post,Post,
Posts,&Posts,
RecentPosts,Recent posts, Category description for recent posts that appears in Writer's taskbar jumplist.
RecentDrafts,Recent drafts, Category description for recent drafts that appears in Writer's taskbar jumplist.
Page,Page,
Pages,P&ages,
Blog,Blog,
Date,Date,
OpenPostNoDraftsAvailable, No drafts available.,
OpenPostNoPostsAvailable,No posts available.,
OpenPostNoPagesAvailable,No pages available.,
ShowAllPosts,All,
ShowXPosts,{0},{0} - a number
InsertImageInsertFromFile,From File,
InsertImageInsertFromWeb,From Web,
InsertImageLinkTo,&Link to:,
InsertImageOpenInNewWindow,&Open in new window,
LinkToSource,Source picture,Navigate to the source picture when the selected image is clicked.,
LinkToSourceLabelTitle,Link to: Source picture,Shows the user that the selected image links to the original image,
LinkToSourceDescription,Navigate to the source picture when the selected image is clicked.,
LinkToURL,Web address,Choose the location to go to when the selected image is clicked.,
LinkToURLLabelTitle,Link to: Web address,Shows the user that the selected image links to a URL,
LinkToURLDescription,Choose the location to go to when the selected image is clicked.,
LinkToNone,None,Make the selected image not be a link.,
LinkToNoneLabelTitle,Link to: None,Shows the user that the selected image is not a link,
LinkToNoneDescription,Make the image not be a link.,
ImagesFilterString,"All pictures (*.gif, *.jpg, *.jpeg, *.png)",
AllFilesFilterString,All files (*.*),
InsertImageImageUrl,Picture &web address:,
InsertImagePreviewButton,&Preview,
InsertImageSize,Size:,"The size, in pixels, of the selected image"
InsertImageFileName,File name:,
TableTableProperties,Table Properties,
TableRows,Rows,
TableColumns,Columns,
TableBorder,Border,
TableCellPadding,Cell Padding,
TableCellSpacing,Cell Spacing,
Size,Size,
TableRowsLabel,&Rows:,
TableColumnsLabel,&Columns:,
Appearance,Appearance,
pixels,pixels,
TableShowBorderLabel,Show table &border:,
TableCellSpacingLabel,&Space between cells:,
TableCellPaddingLabel,&Pad cell contents:,
Width,Width,
WidthLabel,&Width:,
WidthColon,&Width:,
ImgSBLayout,Layout,
ImgSBBorders,Borders,
ImgSBActions,Actions,
ImgSBTextWrapping,Text wrapping:,
ImgSBMargins,Margins:,
ImgSBRotate,Rotate,
ImgSBBrightness,Contrast...,
ImgSBCrop,Crop...,
ImgSBTilt,Tilt...,
ImgSBRevert,Revert to default settings,
ImgSBSave,Save settings as default,
ImgSBMarginTop,Top:,
ImgSBMarginRight,Right:,
ImgSBMarginLeft,Left:,
ImgSBMarginBottom,Bottom:,
ImgSBMarginNoMargins,None,
ImgSBMarginCustomMargins,Custom,
ImgSBAlignInline,Inline,
ImgSBAlignLeft,Left,
ImgSBAlignRight,Right,
ImgSBAlignCenter,Center,
ImgSBLinkTo,Link to,
ImgSBImageSize,Size,
ImgSBAdvanced,Advanced,
Height,Height,
HeightColon,&Height:,
HeightLabel,&Height:,
ImgSBLockRatio,Lock &ratio,
ImgSBCustomize,Customize default picture sizes,
ImgSBSizerCustom,Custom,
ImgSBSizerSmall,Small,
ImgSBSizerMedium,Medium,
ImgSBSizerLarge,Large,
ImgSBSizerOriginal,Original,
ImgSBSizerUnknown,(Custom),
DimensionsFormat,{0}x{1},"{0} - width, {1} - height"
ImgAltTextAlternateText,&Alternate text:,
ImgAltTextTitle,&Title:,
ImgAltTextPicture,Picture:,
ImgSBEffects,Effects,
ImgSBImageEffects,Effects,
ImgSBEffect,Effect,
ImgSBEffectsLabel,Effects:,
ImgSBAppliedEffects,Applied effects:,
ImgSBImageSizeLabel,&Size:,
ImgSBLinkOptions,Source Picture Options,
ImgSBLinkOptionsDisabledTooltip,This command is disabled for web images and some image types.,
ImgSBOpenInNewWindow,&Open in new window,
ImgSBOther,Other,
ImageEffectsNoRecolorCategory,No recolor,
ImageEffectsColorModesCategory,Color modes,
ImageEffectsColorTemperatureCategory,Color temperature,
ImageEffectsNoSharpenCategory,No sharpen,
ImageEffectsSharpenCategory,Sharpen
ImageEffectsNoBlurCategory,No blur,
ImageEffectsGaussianCategory,Gaussian blur,
ImageEffectsNoEmbossCategory,No emboss,
ImageEffectsEmbossCategory,Emboss,
DecoratorDropShadow,Drop shadow,
DecoratorPhotopaper,Photopaper,
DecoratorReflection,Reflection,
DecoratorRoundedCorners,Rounded corners,
DecoratorInstantPhoto,Instant photo,
DecoratorSolid1px,"Solid, 1 pixel",
DecoratorSolid3px,"Solid, 3 pixels",
DecoratorInheritBorder,Inherit from blog,
DecoratorNoBorder,None,
DecoratorGroupOverlays,Overlays,
DecoratorWatermark,Watermark...,
DecoratorGroupTransformations,Transformations,
DecoratorNoRecolorLabel,No recolor,Remove any black and white or sepia applied on the selected image.,
DecoratorNoRecolorDescription,Remove recolor effects applied on the selected image.,
DecoratorBWLabel,Black and white,Apply a black and white filter on the selected image.,
DecoratorBWDescription,Black and white,
DecoratorSepiaLabel,Sepia tone,Apply a sepia filter on the selected image.,
DecoratorSepiaDescription,Sepia,
DecoratorCoolestTemperatureLabel,Coolest,Dark blue temperature effect available to apply to the selected image.
DecoratorCoolTemperatureLabel,Cool,Blue temperature effect available to apply to the selected image.
DecoratorWarmTemperatureLabel,Warm,Yellow temperature effect available to apply to the selected image.
DecoratorWarmestTemperatureLabel,Warmest,Orange temperature effect available to apply to the selected image.
DecoratorTemperatureDescription,Change the warmth of the colors in the selected image.,
DecoratorSaturationLabel,Color pop,Make the colors in the selected image vivid.,
DecoratorSaturationDescription,Make the colors in the selected image vivid.,
DecoratorSharpenLabel,Sharpen,Apply a sharpening filter on the selected image.,
DecoratorSharpenDescription,Apply a sharpening filter on the selected image.,
DecoratorNoSharpenLabel,No sharpen,Remove the sharpening filter on the selected image.,
DecoratorNoSharpenDescription,Remove the sharpening filter on the selected image.,
DecoratorGaussianBlurLabel,Gaussian blur,Apply a Gaussian blur filter on the selected image.,
DecoratorGaussianBlurDescription,Apply a Gaussian blur filter on the selected image.,
DecoratorNoBlurLabel,No blur,Remove the blur filter on the selected image.,
DecoratorNoBlurDescription,Remove the blur filter on the selected image.,
DecoratorEmbossLabel,Emboss,Apply an emboss effect on the selected image.,
DecoratorEmbossDescription,Apply an emboss effect on the selected image.,
DecoratorNoEmbossLabel,No emboss,Remove the emboss effect on the selected image.,
DecoratorNoEmbossDescription,Remove the emboss effect on the selected image.,
ImgSBMaximumWidthLabel1,Maximum &Width:,
ImgSBMaximumHeightLabel1,Maximum &Height:,
ImgSBMaximumWidthLabel2,Maximum W&idth:,
ImgSBMaximumHeightLabel2,Maximum H&eight:,
ImgSBMaximumWidthLabel3,Maximum Wi&dth:,
ImgSBMaximumHeightLabel3,Maximum Heigh&t:,
ImgSBLargeImage,Large:,
ImgSBMediumImage,Medium:,
ImgSBSmallImage,Small:,
ImgSBDefaultImageSizes,Default Picture Sizes,
WatermarkAlignBottomLeft,Bottom Left,
WatermarkAlignBottomRight,Bottom Right,
WatermarkAlignCentered,Centered,
WatermarkAlignTopLeft,Top Left,
WatermarkAlignTopRight,Top Right,
WatermarkAlignUnknown,Unknown,
WatermarkTextLabel,&Watermark text:,
WatermarkFontFamilyLabel,&Font family:,
WatermarkSizeLabel,&Size:,
WatermarkPositionLabel,&Position:,
BrightnessBrightness,&Brightness:,
BrightnessContrast,&Contrast:,
BrightnessAdjust,Contrast,
ColorTempWarmer,Warmer,This is displayed on the Color Temperature adjustment control (available by adding the Color Temperature effect from the image sidebar Effects tab) where you can specify whether to make an image warmer or cooler.
ColorTempCooler,Cooler,This is displayed on the Color Temperature adjustment control (available by adding the Color Temperature effect from the image sidebar Effects tab) where you can specify whether to make an image warmer or cooler.
LinkTo,&Link to,
InsertButton,&Insert,
InsertImageButton,In&sert,This is required since the image dialog has a mnemonic for 'i' which can't be changed.
TagsInsertTags,Insert Tags,
TagsCustomizeProviders,(Customize Providers...),
TagsTagsLabel,&Tags (comma separated):,
TagsTagProviderLabel,Tag &Provider:,
TagsXmlParsingError,Missing {0} parameter,Exception when parsing tag providers xml file. {0} replaced by tag name that is missing.
CloseButton,&Close,
CloseButtonNoMnemonic,Close,
TagsTagProvidersLabel,&Tag providers:,
TagsRestoreDefaults,&Restore Defaults,
TagsTagOptions,Tag Options,
TagsTagExample1,tag 1,
TagsTagExample2,tag 2,
TagsEditPattern,Edit {0},{0} - Name of tag provider that is being edited
TagsHtmlTemplateLabel,&HTML template for each tag:,
TagsHtmlTemplateHelpString,"The HTML template will be used to generate HTML for each tag that is provided. In the HTML template, use {0} where the tag should be placed. Use {1} where the URL encoded tag should be placed.","{0} - ""{tag}"", {1} - ""{tag-encoded}"""
TagsHtmlDelimiterLabel,&Separate the HTML for each tag using:,
TagsHtmlDelimiterHelpString,The separator that should appear between tag HTML. The separator will appear between the HTML that is generated for each tag.,
TagsProviderNameLabel,&Provider name:,
TagsProviderNameHelpString,The name of the tag provider. This name will be displayed in the tag provider list when inserting tags.,
TagsHtmlCaptionLabel,HTML &caption for tag list:,
TagsHtmlCaptionHelpString,The HTML caption that will appear with the HTML generated for the tags. Use {0} where you'd like the HTML generated from the HTML tag template to be placed.,"{0} - ""{tag-group}"""
TagsHtmlPreviewLabel,HTML preview:,
TagsHtmlPreviewHelpString,A preview of the literal HTML that will be generated for a set of tags.,
TagsCreateNew,Create New Tag Provider,
TagsProviderDefaultCaption,{0} Tags: {1},"{0} - the name of a tag provider, {1} - tags provided by tag provider {0}"
TagsCaptionFormat,{0} Tags: {{tag-group}},{0} - the name of a tag provider. {{tag-group}} must NOT be translated!
Tags,Tags,
TitleDefaultText,Enter a {0} title,{0} - Post or Page
SpinnerPixelRepresentativeString,999 px,The Ribbon uses the width of this string to decide how wide the spinner should be displayed,
SpinnerPixelFormatString," px",Unit of measurement (pixels) that is appended to the width and height of an image (e.g. 400 px) in the ribbon spinners,
MapSBCaption,Caption:,
MapSBMapHeader,Map,
MapSBMargins,Margins:,
MapSBLayoutHeader,Layout,
MapSBTop,Top,
MapSBLeft,Left,
MapSBRight,Right,
MapSBBottom,Bottom,
MapSBWrapping,Text wrapping:,
MapSBViewMap,View Map on Live.com,
MapSBCustomize,Customize Map...,
MapSBCustomizeTooltip,"Edit the map location, style, and pins",
DownloadingWeblogStyle,Downloading Blog Theme,

PasteSpecialPlaintextLabel,&Remove Formatting,
PasteSpecialPlaintextDesc,Removes all formatting except for line breaks. Preserves links and pictures. Use to copy content only.,
PasteSpecialThinnedLabel,&Thinned HTML,
PasteSpecialThinnedDesc,"Removes extra formatting, such as MS Office specific formatting, CSS styles, and tables. Preserves relative heading sizes, basic formatting, and aligns with your blog theme.",
PasteSpecialHtmlLabel,&Keep Formatting,
PasteSpecialHtmlDesc,"Maintains all the formatting, including those which may not display correctly in your blog. For security reasons, scripts are stripped out.",
PasteSpecial,Paste Special,
PushpinUntitled,Enter a name for this pin,
PushpinAdd,Add pin,
PushpinEdit,Edit Pin,
PushpinTitle,&Title:,
PushpinNotes,&Notes:,
PushpinPhotoUrl,&Photo web address:,
PushpinMoreInfoUrl,&Web address for more information:,
Plugin_Map_InsertableContentSource_MenuText,&Map,
Plugin_Map_InsertableContentSource_SidebarText,Map,
Plugin_Map_WriterPlugin_Name,Live Search Maps,
Plugin_Map_WriterPlugin_Description,Embed Live Search Maps in your blog posts.,
Plugin_Tags_InsertableContentSource_MenuText,Tag&s,
Plugin_Tags_InsertableContentSource_SidebarText,Tags,
Plugin_Tags_WriterPlugin_Name,Tags,
Plugin_Tags_WriterPlugin_Description,Add tags to your posts using popular tagging sites or using custom HTML.,
Plugin_WebImage_Title,Insert Web Image,
Plugin_WebImage_WriterPlugin_Description,Add images from the web to your post.,
RowPropertiesFixedHeight,&Fixed height:,
RowPropertiesSizeToContent,&Automatically size to content,
RowPropertiesTitle,Row Properties,
LCPrefDetailsGroupBoxFormat,Details for '{0}' format,"{0} - the name of the selected microformat, e.g. hCalendar"
LCPrefDetails,Details,
LCPrefFormat,Format,
LCPrefDescription,Description,
LCPrefSupportedFormats,&Supported formats:,
LCPrefHandledBy,Handled by:,"Followed by the name of a plug-in that can handle this format. You can think of it in the context of, ""The vCalendar microformat will be HANDLED BY the Google Calendar plug-in"""
LCPrefChangeButton,Change...,
LCPrefOptionsButton,Options...,
LCPrefContentType,Content type:,
LCPrefNoFormatSelected,(No format selected),
LCPrefMoreAboutLiveClipboard,More about Live Clipboard...,"'(In English)' should be added at the end of local string for non-en language, because the link goes to EN webpage for all markets"
LCPrefCaption,Paste web content that supports the Live Clipboard format into {0}.,{0} - Open Live Writer
LCPrefPanelName,Live Clipboard,
Enabled,Enabled,
Disabled,Disabled,
ApplyButton,&Apply,
WeblogCapabilitiesCapability,Capability,
WeblogCapabilitiesValue,Value,
WeblogCapabilitiesCaption,{0} has detected the following capabilities for your blog:,{0} - Open Live Writer
WeblogCapabilitiesTitle,Blog Capabilities,
PublishFolderPickerCaption,Select a folder to publish to:,
NewFolder,New Folder,
NewFolderTooltip,Create a new folder,
PublishFolderPickerTitle,Browse For Folder,
PublishFolderPickerToolTip,Browse for folder,
LinkGlossaryEdit,Edit Automatic Link,
LinkGlossaryText,Te&xt:,
LinkGlossaryUrl,&Web address:,
LinkGlossaryTitleOptional,&Title (optional):,
LinkGlossaryRelOptional,&Rel (optional):,
LinkGlossaryTitle,Add Automatic Link,
CategoryAdd,Add Category,
CategoryNoParent,(No parent),Indicates that a category does not have a parent category.
AddButton2,&Add,
CategoryRefreshList,Refresh List,
CategoryRefreshListTooltip,Refreshes the list of categories.,
CategoryCategoryName,Category Name,The 'cue banner' for the textbox in the category popup, where you type in a new category name.
ColorPickerDefaultColor,&Default Color,
ColorPickerMoreColors,&More Colors...,
ColorWhite,White,
ColorLightGray,Light gray,
ColorMediumGray,Medium gray,
ColorDarkGray,Dark gray,
ColorCharcoal,Charcoal,
ColorBlack,Black,
ColorVibrantRed,Vibrant red,
ColorVibrantOrange,Vibrant orange,
ColorVibrantYellow,Vibrant yellow,
ColorVibrantGreen,Vibrant green,
ColorVibrantBlue,Vibrant blue,
ColorVibrantPurple,Vibrant purple,
ColorProfessionalRed,Professional red,
ColorProfessionalOrange,Professional orange,
ColorProfessionalAqua,Professional aqua,
ColorProfessionalGreen,Professional green,
ColorProfessionalBlue,Professional blue,
ColorProfessionalPurple,Professional purple,
ColorEarthyRed,Earthy red,
ColorEarthyOrange,Earthy orange,
ColorEarthyYellow,Earthy yellow,
ColorEarthyGreen,Earthy green,
ColorEarthyBlue,Earthy blue,
ColorEarthyBrown,Earthy brown,
ColorPastelRed,Pastel red,
ColorPastelOrange,Pastel orange,
ColorPastelYellow,Pastel yellow,
ColorPastelGreen,Pastel green,
ColorPastelBlue,Pastel blue,
ColorPastelPurple,Pastel purple,                                       
Untitled,Untitled,
WindowTitleFormat,{0} - {1},"{0} - post title, {1} - ""Open Live Writer"""
StatusDraftUnsaved,Draft - Unsaved,
StatusDraftSaved,Draft - Saved {0},{0} - saved date
StatusAutoSaving,Autosaving...,This message is shown in the status bar while Writer saves the current post in the background,
StatusPublished,Published: {0},{0} - publish date
StatusWeblogNameFormatter,{0} ({1}),"{0} - status message, {1} - blog name"
ChangeLiveClipboardHandlerComponent,Component,
ChangeLiveClipboardHandlerCaption,Components capable of handling '{0}':,{0} - a live clipboard format name
ChangeLiveClipboardHandlerTitle,Change Format Handler,
BloggerBadAuthentication,The user name or password is not recognized.,
BloggerNotVerified,The account email address has not been verified. The user will need to access their Google account directly to resolve the issue before logging in using a non-Google application.,
BloggerTermsNotAgreed,The user has not agreed to terms. The user will need to access their Google account directly to resolve the issue before logging in using a non-Google application.,
BloggerUnknown,The error is unknown or unspecified; the request contained invalid input or was malformed.,
BloggerAccountDeleted,The user account has been deleted.,
BloggerAccountDisabled,The user account has been disabled.,
BloggerServiceUnavailable,The service is not available; try again later.,
BloggerGenericError,An error has occurred: {0},{0} - an error message
YouTubeNoAccount,There is no YouTube account associated with this Google Account.,
BCEPostUrlNotFoundTitle,Blog Post Web Address Not Found,
BCEPostUrlNotFoundMessage,"The post web address for the blog was not found:

{0}

{1}","{0} - URL, {1} - error message"
BCEHttpErrorTitle,Server Error,
BCEHttpErrorMessage,"The server reported an error with the following web address:

{0}

{1}","{0} - URL, {1} - error message"
BCEConnectionErrorTitle,Network Connection Error,
BCEConnectionErrorMessage,"Error attempting to connect to blog at:

{0}

{1}","{0} - URL, {1} - error message"
BCEInvalidServerResponseTitle,Invalid Server Response,
BCEInvalidServerResponseMessage,"The response to the {0} method received from the blog server was invalid:

{1}","{0} - XML-RPC method name, {1} - error message"
BCEFileTransferTitle,File Transfer Error,
BCEFileTransferMessage,"Error occurred while {0}

({1}) {2}","{0} - an action, {1} - error code, {2} - error message"
BCEFileTransferTransferringFile,transferring file {0},{0} - file name. This string will be embedded in BCEFileTransferMessage.
BCEFileTransferConnectingToDestination,connecting to file destination,This string will be embedded in BCEFileTransferMessage
BCEFileTransferDisconnectingFromDestination,disconnecting from file destination,This string will be embedded in BCEFileTransferMessage
BCEFileUploadNotSupportedTitle,File Upload Not Supported,
BCEFileUploadNotSupportedMessage,File uploading is not supported by this blog. Please configure file uploading for this blog before attempting to publish posts with attached pictures or files.,
BCEProviderTitle,Problem with the blog server,
BCEProviderMessage,"Server Error {0} Occurred

{1}","{0} - error code, {1} - error message"
BCEAuthenticationTitle,Account Login Failed,
BCEAuthenticationMessage,"Please check your user name and password.

{0} - {1}","{0} - type of error (e.g. ArgumentException), {1} - error message"
BCENetworkIOTitle,Data Transfer Exception,
BCENetworkIOMessage,"An unexpected data transfer exception occurred while {0}

{1} - {2}","{0} - some operation (e.g. ""transferring file""), {1} - type of exception, {2} - error message"
BCEFileIOTitle,File Access Error,
BCEFileIOMessage,"An unexpected error occurred while accessing the file {0}

{1} - {2}","{0} - filename, {1} - type of exception (e.g. ArgumentException), {2} - error message"
BCEOperationCancelledTitle,Operation Cancelled,
BCEOperationCancelledMessage,The operation was cancelled.,
BCEMethodUnsupportedTitle,Method Unsupported,
BCEMethodUnsupportedMessage,The {0} method is not supported by the blog service.,"{0} - an XML-RPC method name, e.g. ""metaWeblog.deletePost"""
BCEPostAsDraftUnsupportedTitle,Post as Draft Not Supported,
BCEPostAsDraftUnsupportedMessage,This server does not support posting drafts.,
PostEditorStorageExceptionTitle,Error Accessing Local Post,
PostEditorStorageExceptionMessage,"Unexpected error occurred while accessing local post ({0})

{1}","{0} - error code, {1} - error message"
PostEditorDiskSpaceExceptionMessage,"No more space is available on disk."
PostEditorStorageExceptionTitle2,Error Accessing Local Post,
PostEditorStorageExceptionMessage2,"Unexpected disk access error occurred while accessing local post ({0})

{1}","{0} - type of error (e.g. ArgumentException), {1} - error message"
ErrorOccurredDeletingDraft,Error Occurred Deleting Draft,
ErrorOccurredDeletingDraftDetails,An unexpected error occurred while attempting to delete the Draft: {0},{0} - Error message
UnexpectedErrorExit,Exit,
UnexpectedErrorContinue,&Continue,
UnexpectedErrorClickHere,Click here to see error details,
UnexpectedErrorDescription,We have created an error summary that you can view.,
UnexpectedErrorTitle,Unexpected Error,
UnexpectedErrorPluginTitle,Plug-in Error Occurred,
UnexpectedErrorPluginDescription,"An error occurred in the {0} plug-in:

{1}","{0} - plug-in name, {1} - error description"
UnhandledExceptionErrorMessage,An unexpected error has occurred within the application.,
UnhandledExceptionErrorTitle,Unexpected Error Occurred,
PassportLoginSignIn,Sign in,
PassportLoginTitle,Sign in to Microsoft Account,
PassportLoginNoUserPass,Please enter a Microsoft Account ID and password to continue.,
PassportLoginNoUserPassTitle,Microsoft Account ID and Password Required
MinimizeButtonTooltip,Minimize,
MaximizeButtonTooltip,Maximize,
CloseButtonTooltip,Close,In the sense of closing a window.
Login,Sign in,
GDataCaptchaPrompt,Type the characters you see in the picture below.,
GDataCaptchaAlternate,Visually impaired users can access an audio version of the test here.,
GDataCaptchaTitle,Unlock Google Account,
DontShowAgain,&Don't show this message again,
ProgressDialogTitle,Progress Dialog,
Canceling,Cancelling...,
NewFolderPrompt,New folder name:,
NewFolderTitle,Create New Folder,
Heading1,Heading 1,HTML style: heading 1
Heading2,Heading 2,HTML style: heading 2
Heading3,Heading 3,HTML style: heading 3
Heading4,Heading 4,HTML style: heading 4
Heading5,Heading 5,HTML style: heading 5
Heading6,Heading 6,HTML style: heading 6
Paragraph,Paragraph,HTML style: paragraph
TextStyle,Text Style,This is an accessibility name and should be localized.
FindWhatLabel,Fi&nd what:,
FindNextButton,&Find Next,
FindDirection,Direction,
FindDirectionUp,&Up,
FindDirectionDown,&Down,
FindTitle,Find,
GlossarySelectLink,Select Link,
Cells,Cells,Table cells
TableAlignVertical,&Vertical alignment:,
TableAlignVerticalTop,Top,
TableAlignVerticalMiddle,Middle,
TableAlignVerticalBottom,Bottom,
TableAlignHorizontal,&Horizontal alignment:,
TableAlignHorizontalLeft,Left,
TableAlignHorizontalCenter,Center,
TableAlignHorizontalRight,Right,
Cell,Cell,Table cell
CellPropertiesTitle,Cell Properties,
ColumnProperties,Column Properties,
TitleRemindDontShowAgain,&Don't remind me about missing titles,
TitleRemindExplanation,You have not specified a title for this {0}. Do you still want to continue with publishing?,{0} - Page or Post
TitleRemindError,{0} Title Not Specified,{0} - Page or Post
TitleRemindTitle,Title Reminder,
Yes,Yes,
No,No,
Unknown,Unknown,Used when the value is not known.
WebLayoutWarning1,"You may have problems with editing content using the theme for the current blog (for example, incorrect post layout or problems selecting and resizing content).",
WebLayoutWarning2,If you do experience problems you should switch back to editing without the theme.,
WebLayoutWarningTitle,Web Layout View,
PasteSpecialTextPlainText,&Plain Text,
PasteSpecialTextPlainTextDesc,Standard plain text paste. Any HTML tags will be escaped.,
PasteSpecialTextFormatted,&HTML,
PasteSpecialTextFormattedDesc,"Interprets text as HTML source code. Copied content will appear with formatting. Use for imgs, embeds, etc.",
UrlRetrieveProgressCaption,Retrieving Data,
UrlRetrieveProgressMessage,Retrieving additional data required for publishing...,
YesButton,&Yes,
NoButton,&No,
FileUploadFailedCaption,The following pictures cannot be published because the blog does not support picture publishing.,
FileUploadFailedFTP,Open Live Writer can be configured to publish pictures to an FTP account.,
FileUploadFailedFTP2,Do you want to configure an FTP account for picture publishing now?,
FileUploadFailedTitle,Picture Upload Not Supported By Blog,
FileUploadFailedException,Can't publish files,
RetrievingFromWeblog,Retrieving {0} from blog...,{0} - post/page
MissingPostLinkCaption,No Link Available for {0},{0} - Post/Page
MissingPostLinkExplanation,There is no link available for the selected {0}. This may be because your blog service does not make {0} links available to {1}. You may be able to resolve this problem by redetecting your blog account configuration using the Accounts panel of the Blog Settings dialog.,{0} - post/page. {1} - Open Live Writer.
MissingPostLinkTitle,No Link Available,
LinkToPost,Link to Post,
LinkToWebPageURL,Link to web address:,
RecentPostNotSyncText,{0} was unable to retrieve an up-to-date copy of the {1} from the blog server (an error occurred or the retrieve was cancelled).,"{0} - Open Live Writer, {1} - post/page"
RecentPostNotSyncCaption,Unable to Retrieve {0} from Server,{0} - Post/Page
RecentPostNotSyncText2,"You may still edit the {0} using the local copy stored on this computer. However, if you have changed the {0} online, the copy you are editing is out of date.",{0} - post/page
RecentPostNotSyncTitle,Unable to Retrieve {0} from Server,{0} - Post/Page
Retrieving,Retrieving {0},{0} - Post/Page
UpdateWeblogPublish1,Publishing your {0},{0} - Post/Page/Draft
UpdateWeblogDraft,Draft,
UpdateWeblogPublish2,Publishing {0} to {1},"{0} - Post/Page/Draft, {1} - blog name"
UpdateWeblogViewPost,Open my blog in the browser after publishing,
UpdateAccountConfigurationTitle,Update Account Configuration,
FileUploadFTPServer,FTP Server,
FileUploadUploadToWeblog,Blog,
FileUploadNone,Do not upload,
WeblogSettings,Blog Options - {0},{0} - Name of blog
Today,Today,
SidebarPanel,Taskpane,This is an accessibility name and should be localized.
PluginSidebarNotEditable,Selected item cannot be edited.,
PluginSidebarDisabled,Selected item plug-in is disabled.,
PublishNow,"Publish now",
FuturePostWarningDialogTitle,"Open Live Writer",
FuturePostWarningDontShowAgain,&Always publish immediately without asking again,
FuturePostWarningExplanation,"This blog service can't delay publishing for the date that you set. Would you like to publish it now?",
FuturePostWarningTitle,Can't set a future date for publishing,
LinkToolTip,CTRL + click to follow link: {0},Used when hovering over a link in the editor. {0} - the hyperlink to follow
SplashScreenCopyrightNotice,© 2015 .NET Foundation. All rights reserved.,
BlogCategoryNone,None,Allows the user to specify that the blog post has no categories assigned to it.
CWSelectProviderWeblogProvider,Blog Provider,
CWSelectProviderApiUrl,Server API web address,
CWSelectProviderWeblogTypeLabel,&Type of blog that you are using:,
CWSelectProviderApiUrlLabel,Remote posting &web address for your blog:,
CWSelectProviderApiUrlLabel_ServiceDoc,Service document &web address:,
CWSelectProviderText,{0} was not able to automatically detect your blog settings. Please select the type of blog that you are using to continue.,{0} - Open Live Writer
DeleteSomething,Delete {0},"{0} can be Post, Page, Draft, Published"
NoThings,(No {0}),"{0} can be ""Drafts"", ""Recently Posted"""
PostLinkTooltipFormat,"{0}
{1} ({2})","{0} - title of post, {1} - title of blog, {2} - date/time of post"
PostLinkTooltipFormatNoBlogTitle,"{0}
({1})","{0} - title of post, {1} - date/time of post"
DraftNameFormat,Draft {0},"{0} - Post or Page. ""Draft"" is an adjective in this context"
PublishedNameFormat,Published {0},{0} - Post or Page
PostPublishFileUploadErrorTitle,Error Uploading Supporting Files,
PostPublishFileUploadErrorCaption1,The {0} was successfully published however an error occurred while uploading supporting files:,{0} - Post or Page
PostPublishFileUploadErrorCaption2,"Depending upon the nature of the error, you may be able to successfully publish the supporting files by retrying. Alternatively, you may wish to delete the {0} from your blog.",{0} - Post or Page
UntitledPost,(Untitled Post),"When a title needs to be displayed and a post doesn't have a title, this string will be used instead."
UntitledPage,(Untitled Page),"When a title needs to be displayed and a page doesn't have a title, this string will be used instead."
WatsonMainIntroBoldFormat,{0} has encountered a problem: {1}.,"{0} - Open Live Writer, {1} - error message"
WatsonMainIntroRegFormat,{0} {1},"{0} - error title, {1} - error message"
WatsonMainPleaBold,Please tell Microsoft about this problem.,
WatsonMainPleaReg,We have created an error report that you can send to help us fix bugs. We will treat this report as confidential and anonymous.,
WatsonReportButton,Send Report,The report in question is the error report from Watson.
WatsonNoReportButton,Do Not Send Report,The report in question is the error report from Watson.
ShowProperties,Show Properties,Show the post properties tray.
HideProperties,Hide Properties ,Show the post properties tray.
CapabilityPostDraftToServer,Post Draft to Server,This is used in the Blog Options | Blog Capabilities dialog.
CapabilityFileUpload,File Upload,This is used in the Blog Options | Blog Capabilities dialog.
CapabilityExtendedEntries,Extended Entries,This is used in the Blog Options | Blog Capabilities dialog.
CapabilityCustomPublishDate,Custom Publish Date,This is used in the Blog Options | Blog Capabilities dialog.
